medcode	clinicalevents	referralevents	testevents	immunisationevents	readcode	readterm	databasebuild
37533	45	0	0	0	TE64z00	Nonvenomous arthropod bite NOS	February 2009
3868	3568	35	0	0	M1y0.00	Nummular dermatitis	February 2009
4083	163441	3388	3	0	2I14.00	O/E - a rash	February 2009
1243	228242	3788	3	0	2227.11	O/E - allergic rash	February 2009
22641	1904	62	0	0	2G48.00	O/E - ankle ulcer	February 2009
7518	7016	272	0	0	2FO..00	O/E - discoid rash	February 2009
9104	14176	375	0	0	2FU..00	O/E - erythematous rash	February 2009
21083	907	198	0	0	2FD2000	O/E - eyebrow cyst present	February 2009
13292	33804	338	0	0	2G64.00	O/E - infected toe	February 2009
4277	190685	3292	1	0	2227.12	O/E - itchy rash	February 2009
8709	13450	757	0	0	2G55.00	O/E - Left foot ulcer	February 2009
6146	18090	180	0	0	2F6..11	O/E - pompholyx	February 2009
6337	249357	5215	14	0	2227.00	O/E - rash present	February 2009
7093	16169	1059	2	0	2G54.00	O/E - Right foot ulcer	February 2009
6258	6423	788	12	0	2FD2100	O/E - scalp cyst present	February 2009
10014	37884	554	0	0	2FW0.00	O/E - scalp rash	February 2009
17171	3728	580	0	0	2FI..00	O/E - sinus in skin	February 2009
323	308220	39025	366	0	2FD..00	O/E - skin cyst	February 2009
16338	2398	45	0	0	2FDZ.00	O/E - skin cyst NOS	February 2009
6207	35951	2049	1	0	2FF..00	O/E - skin ulcer	February 2009
1727	7308	709	6	0	2FF2.00	O/E - skin ulcer present	February 2009
14822	15585	74	0	0	22L4.00	O/E - Wound infected	February 2009
495	199220	4128	116	0	N213300	Olecranon bursitis	February 2009
5328	66645	527	0	0	AB01.11	Onychomycosis	February 2009
4748	1618	68	1	0	J083.00	Oral cellulitis and abscess	February 2009
19944	862	44	0	0	J083z00	Oral cellulitis and abscess NOS	February 2009
2026	727	43	0	0	J083400	Oral fistula	February 2009
15336	94	3	0	0	J083100	Oral soft tissue cellulitis unspecified	February 2009
4328	31054	1392	0	0	F4G0100	Orbital cellulitis	February 2009
6354	1034	26	0	0	J083500	Oroantral fistula	February 2009
17032	3504	123	0	0	K424.00	Other abscess of vulva	February 2009
16536	31632	329	0	0	M03..00	Other cellulitis and abscess	February 2009
24867	7297	22	0	0	M07..00	Other local infections of skin and subcutaneous tissue	February 2009
19125	2721	18	0	0	M2z..00	Other skin and subcutaneous tissue disease NOS	February 2009
14687	13491	521	11	0	M2yz.00	Other skin and subcutaneous tissue disease NOS	February 2009
8899	2466	11	0	0	M07yz00	Other spec local skin/subc infection NOS	February 2009
14972	4145	144	3	0	M03y.00	Other specified cellulitis and abscess	February 2009
6848	6273	72	1	0	M0y..00	Other specified infections of skin or subcutaneous tissue	February 2009
14680	30233	911	4	0	M2y4z00	Other specified skin disorder NOS	February 2009
12028	2051	91	0	0	N243.00	Panniculitis unspecified	February 2009
30982	149	0	0	0	K405100	Pelvic cellulitis unspecified	February 2009
48227	57	1	0	0	J543.00	Pelvi-rectal abscess	February 2009
2646	15019	853	5	0	M145.00	Pemphigoid	February 2009
29591	866	33	0	0	K272000	Penile abscess	February 2009
17537	1271	35	0	0	K272100	Penile boil	February 2009
1203	112847	8725	17	0	J540.00	Perianal abscess	February 2009
5830	38555	654	8	0	M180.11	Perianal itch	February 2009
30042	483	5	0	0	M244400	Perifolliculitis	February 2009
16448	1276	10	0	0	M244700	Perifolliculitis of scalp	February 2009
47105	1077	19	0	0	M153600	Periocular dermatitis	February 2009
3304	73394	857	0	0	M153500	Perioral dermatitis	February 2009
25156	91	2	0	0	H1y2100	Pharynx or nasopharynx cellulitis	February 2009
4739	9535	239	0	0	M127300	Photodermatitis	February 2009
8901	15583	567	9	0	M262100	Pilar cyst	February 2009
5441	4869	103	814	0	M262200	Pilar cyst of scalp	February 2009
1420	42646	4307	5	0	M060.00	Pilonidal cyst with abscess	February 2009
33891	585	18	0	0	M061.00	Pilonidal cyst with no abscess	February 2009
1488	43652	1241	0	0	773B.00	Pilonidal sinus operations	February 2009
26075	9423	256	0	0	M062.00	Pilonidal sinus with abscess	February 2009
1109	12753	1980	14	0	M063.00	Pilonidal sinus without abscess	February 2009
5077	92580	7395	2	0	M06..00	Pilonidal sinus/cyst	February 2009
5429	24264	2934	10	0	M06z.00	Pilonidal sinus/cyst NOS	February 2009
8502	9211	51	0	0	M07y400	Pitted keratolysis	February 2009
362	159337	483	0	0	M163.00	Pityriasis rosea	February 2009
1070	192868	1199	4	0	AB10.00	Pityriasis versicolor	February 2009
5700	278692	9016	59	0	A781400	Plain wart	February 2009
1578	129332	1651	0	0	M252100	Pompholyx unspecified	February 2009
6956	71366	1042	16	0	SK03.00	Post-traumatic wound infection NEC	February 2009
29843	725	55	0	0	P444.00	Preauricular cyst	February 2009
4929	106328	2232	100	0	M270.13	Pressure sore	February 2009
35329	372	27	0	0	ZQ39.12	Pressure ulcer assessment	February 2009
4793	47696	117	0	0	M251.00	Prickly heat - miliaria	February 2009
1075	22988	732	3	0	M182.00	Prurigo	February 2009
9284	11233	323	0	0	M183000	Prurigo nodularis (Hyde's disease)	February 2009
1920	94697	1425	6	0	M18..00	Pruritus and related conditions	February 2009
1317	275192	4992	23	0	M180.00	Pruritus ani	February 2009
1829	318095	8648	84	0	M18z.00	Pruritus NOS	February 2009
991	124222	4578	36	0	M181.11	Pruritus vulvae	February 2009
6613	1599	42	0	0	M24y000	Pseudofolliculitis barbae	February 2009
1562	1473	29	0	0	J552C12	Psoas abscess	February 2009
3733	109765	3228	0	0	M16..00	Psoriasis and similar disorders	February 2009
172	503136	16671	0	0	M161z00	Psoriasis NOS	February 2009
162	441061	24561	23	0	M161000	Psoriasis unspecified	February 2009
8867	364	4	0	0	M020500	Pulp space infection of finger/thumb	February 2009
14734	1843	55	0	0	M070.11	Purulent dermatitis	February 2009
5000	10981	215	0	0	M102.11	Pustular eczema	February 2009
9531	2197	49	1	0	M244300	Pustular folliculitis	February 2009
4231	14174	677	0	0	M161D00	Pustular psoriasis	February 2009
11226	3033	100	0	0	M070200	Pyoderma gangrenosum	February 2009
12716	1910	66	0	0	TE61.00	Rat bite	February 2009
9056	1510	101	1	0	J546.00	Rectal abscess	February 2009
15202	1584	129	0	0	J531300	Rectal fistula	February 2009
6202	47867	1289	15	0	M01z.11	Recurrent boils	February 2009
104565	414	12	0	0	M274.00	Recurrent leg ulcer	July 2012
19395	1927	1990	0	0	8HTh.00	Referral to leg ulcer clinic	February 2009
3582	10537	697	0	0	M153100	Rhinophyma	February 2009
1614	202969	734	15	0	AB0..12	Ringworm	February 2009
970	280896	4234	9	0	M153.00	Rosacea	February 2009
2430	396046	1224	8	0	AD30.00	Scabies	February 2009
5535	9780	231	2	0	M073.00	Scalp infection	February 2009
5250	112940	1165	2	0	1D15.11	Scalp itchy	February 2009
11761	46616	444	0	0	M16y000	Scalp psoriasis	February 2009
7611	8654	63	2	0	SD90.11	Scratch NOS	February 2009
4687	12062	434	5	0	TE6y800	Scratched by cat	February 2009
12207	30886	1058	0	0	M262.12	Sebaceous cyst	February 2009
681	512792	50568	536	0	M262.00	Sebaceous cyst - wen	February 2009
5568	7256	268	0	0	K30y000	Sebaceous cyst of breast	February 2009
18915	2770	71	0	0	M262211	Sebaceous cyst of scalp	February 2009
6114	8999	409	0	0	K28yF00	Sebaceous cyst of scrotum	February 2009
17065	9502	469	0	0	M26..00	Sebaceous gland diseases	February 2009
3453	74439	688	2	0	M244.11	Seborrhoea capitis	February 2009
359	387556	3509	1	0	M101.00	Seborrhoeic dermatitis	February 2009
7425	101942	530	0	0	M101.11	Seborrhoeic dermatitis capitis	February 2009
653	172222	1997	2	0	M101.12	Seborrhoeic eczema	February 2009
85835	32758	17	0	0	9N0t.00	Seen in primary care leg ulcer clinic	February 2009
6638	112052	606	1	0	M07z.13	Septic spots	February 2009
36050	78	7	0	0	TE63300	Shark bite	February 2009
9006	7896	183	0	0	M095.00	Skin abscess	February 2009
16110	38065	200	2	0	M0z..00	Skin and subcut tissue infection NOS	February 2009
1836	114263	28767	1364	0	Mz...00	Skin and subcutaneous tissue disease NOS	February 2009
11208	102004	1833	9	0	M....00	Skin and subcutaneous tissue diseases	February 2009
4495	875148	5102	79	0	M0...00	Skin and subcutaneous tissue infections	February 2009
14719	8353	274	1	0	M1z..00	Skin and subcutaneous tissue inflammatory disorders NOS	February 2009
1139	1421373	202335	423	0	M2yz.11	Skin lesion	February 2009
6093	474729	63429	25	0	M2z0.00	Skin lesion	February 2009
8339	4148	315	0	0	M2yA.00	Skin sinus	February 2009
12536	1035	26	0	0	SD57.00	Splinter of finger, without major open wound, infected	February 2009
24036	501	21	0	0	SD47.00	Splinter of hand, without major open wound, infected	February 2009
10371	2114	25	0	0	M15y012	Staphylococcal scalded skin syndrome	February 2009
8669	17697	801	1	0	TE5..11	Sting	February 2009
33359	126	23	0	0	J542.00	Submucous ano-rectal abscess	February 2009
25768	565	3	0	0	SD5z.00	Superficial injury of finger NOS, infected	February 2009
12764	20543	8	0	0	7G2EC00	Three layer compression bandage for skin ulcer	February 2009
98288	3778	4	0	0	SD99.00	Tick bite, infected	December 2009
98152	15063	18	0	0	SD98.00	Tick bite, without infection	December 2009
1027	155616	639	1	0	AB0..13	Tinea	February 2009
22868	12073	157	0	0	AB00011	Tinea capitis	February 2009
5435	54985	193	2	0	AB05.12	Tinea corporis	February 2009
747	164499	453	1	0	AB03.12	Tinea cruris	February 2009
1030	134881	464	2	0	AB04.12	Tinea pedis	February 2009
3522	18240	319	3	0	TE53100	Toxic reaction to wasp sting	February 2009
5790	5387	44	1	0	M271600	Traumatic leg ulcer	February 2009
17787	57546	5	275	0	7G2EA00	Two layer compression bandage for skin ulcer	February 2009
3930	24131	1282	0	0	M272.00	Ulcer of skin	February 2009
1272	767157	19462	12	0	M28..00	Urticaria	February 2009
1217	298279	4471	2	0	G831.11	Varicose eczema	February 2009
5983	34753	310	0	0	G831.00	Varicose veins of the leg with eczema	February 2009
1913	43487	2149	20	0	G830.00	Varicose veins of the leg with ulcer	February 2009
11264	17722	428	0	0	G837.00	Venous ulcer of leg	February 2009
5855	43972	369	6	0	M271500	Venous ulcer of leg	February 2009
1010	549367	12333	8	0	A781100	Verruca plantaris	February 2009
4307	433373	6063	5	0	A781.11	Verrucae - warts	February 2009
219	558352	29020	419	0	A781.00	Viral warts	February 2009
1453	193874	1049	4	0	7G09111	Wart treated with liquid nitrogen	February 2009
650	95771	2088	16	0	8BAZ.11	Wart treatment	February 2009
4053	37264	2711	1	0	SD...1A	Wasp sting	February 2009
7217	8118	68	0	0	SD...18	Wasp sting without reaction	February 2009
3457	41467	217	2	0	M020112	Whitlow	February 2009
19894	153	88	457146	0	4I1F.00	Wound microscopy, culture and sensitivities	February 2009
8185	1830	27	0	0	U120.00	[X]Hit struck kicked twistd bitten/scratchd by anoth person	February 2009
72872	84	0	0	0	SD65z00	Insect bite, nonvenomous, of lower limb, infected, NOS	February 2009
98659	7	0	0	0	SD14800	Insect bite, nonvenomous, of groin	March 2010
68205	2	0	0	0	SD14B11	Insect bite, nonvenomous, of scrotum, without infection	February 2009
68389	15	1	0	0	SD74100	Insect bite, nonvenomous, of toe	February 2009
104896	7	0	0	0	SD64000	Insect bite, nonvenomous, of hip	August 2012
47254	27	0	0	0	SD14700	Insect bite, nonvenomous, of flank	February 2009
48864	9	1	0	0	SD75100	Insect bite, nonvenomous, of toe, infected	February 2009
40526	33	0	0	0	SD14300	Insect bite, nonvenomous, of abdominal wall	February 2009
54651	35	0	0	0	SD14400	Insect bite, nonvenomous, of back	February 2009
43788	46	0	0	0	SD34000	Insect bite, nonvenomous, of elbow	February 2009
112635	1	0	0	0	SD25100	Insect bite, nonvenomous, of interscapular region, infected	April 2018
17926	112	2	0	0	SD80211	Insect bite of eyelid	February 2009
52183	12	1	0	0	SD14A00	Insect bite, nonvenomous, of penis	February 2009
42739	48	0	0	0	SD04200	Insect bite, nonvenomous, of scalp	February 2009
50764	86	1	0	0	SD75000	Insect bite, nonvenomous, of foot, infected	February 2009
51044	21	0	0	0	SD14500	Insect bite, nonvenomous, of buttock	February 2009
48892	163	0	0	0	SD34100	Insect bite, nonvenomous, of forearm	February 2009
48862	20	0	0	0	SD65200	Insect bite, nonvenomous, of knee, infected	February 2009
93299	2	0	0	0	SD24100	Insect bite, nonvenomous, of interscapular region	February 2009
45703	128	0	0	0	SD64400	Insect bite, nonvenomous, of ankle	February 2009
48947	49	2	0	0	SD34200	Insect bite, nonvenomous, of wrist	February 2009
43391	95	0	0	0	SD65400	Insect bite, nonvenomous, of ankle, infected	February 2009
99034	6	0	0	0	SD25z00	Insect bite, nonvenomous, shoulder/upper arm, infected, NOS	April 2010
48956	197	0	0	0	SD65300	Insect bite, nonvenomous, of lower leg, infected	February 2009
60609	1	0	0	0	SD15B11	Insect bite, nonvenomous, of scrotum, infected	February 2009
64281	7	0	0	0	SD74z00	Insect bite, nonvenomous, of foot/toe, without infection NOS	February 2009
64039	25	0	0	0	SD64200	Insect bite, nonvenomous, of knee	February 2009
48696	51	0	0	0	SD64z00	Insect bite, nonvenomous, lower limb, without infection NOS	February 2009
73084	16	0	0	0	SD04.11	Insect bite, nonvenomous, of head, without infection	February 2009
109554	1	0	0	0	SD14000	Insect bite, nonvenomous, of interscapular region	April 2015
44785	13	0	0	0	SD14z00	Insect bite, nonvenomous, of trunk, without infection, NOS	February 2009
38559	202	3	0	0	SD65.11	Insect bite, nonvenomous, of leg, infected	February 2009
49401	3	0	0	0	SD75.11	Insect bite, nonvenomous, of heel, infected	February 2009
65800	7	0	0	0	SD74011	Insect bite, nonvenomous, of heel, without infection	February 2009
36138	264	3	0	0	SD04000	Insect bite, nonvenomous, of face	February 2009
68876	12	0	0	0	SD14200	Insect bite, nonvenomous, of breast	February 2009
29846	567	0	0	0	SD64300	Insect bite, nonvenomous, lower leg	February 2009
24597	854	2	0	0	SD74.00	Insect bite, nonvenomous, of foot and toe, without infection	February 2009
113641	2	0	0	0	SD75z00	Insect bite, nonvenomous, of foot and toe, infected, NOS	April 2019
41751	5	0	0	0	SD25200	Insect bite, nonvenomous, of axilla, infected	February 2009
111025	9	0	0	0	SD05.11	Insect bite, nonvenomous, of head, infected	July 2016
57269	63	0	0	0	SD04100	Insect bite, nonvenomous, of neck	February 2009
65711	34	0	0	0	SD14100	Insect bite, nonvenomous, of chest wall	February 2009
36596	138	0	0	0	SD24300	Insect bite, nonvenomous, of upper arm	February 2009
21917	229	1	0	0	SD64.11	Insect bite, nonvenomous, of leg, without infection	February 2009
24367	12	0	0	0	SD24z00	Insect bite, nonvenomous, shoulder/upp arm,no infection NOS	February 2009
52367	59	0	0	0	SD65100	Insect bite, nonvenomous, of thigh, infected	February 2009
109432	2	0	0	0	SD14B00	Insect bite, nonvenomous, of scrotum and testis	March 2015
58763	23	0	0	0	SD04z00	Insect bite, nonvenomous, of head, without infection NOS	February 2009
50496	90	3	0	0	SD64100	Insect bite, nonvenomous, of thigh	February 2009
112457	3	0	0	0	SD15B12	Insect bite, nonvenomous, of testis, infected	January 2018
64284	26	0	0	0	SD24000	Insect bite, nonvenomous, of shoulder	February 2009
51149	96	0	0	0	SD74000	Insect bite, nonvenomous, of foot	February 2009
103148	6	0	0	0	SD34z00	Insect bite, nonvenomous, lower arm, without infection NOS	October 2011
68381	10	0	0	0	SD24200	Insect bite, nonvenomous, of axilla	February 2009
49931	36	0	0	0	SD25300	Insect bite, nonvenomous, of upper arm, infected	February 2009
115208	1	0	0	0	SD14600	Insect bite, nonvenomous, of anus	October 2020
57743	22	0	0	0	A272100	Pasteurella septic infection (cat or dog bite)	February 2009
