prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
41428	15505711000001105	83	97151020	Denzapine 200mg tablets (Britannia Pharmaceuticals Ltd)	Clozapine	200mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	March 2010
81233	37697711000001107	0	89967021	Clozapine 12.5mg orodispersible tablets sugar free	Clozapine	12.5mg	Orodispersible tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	July 2020
47233	8838911000001102	242	88804020	Zaponex 25mg tablets (Leyden Delta B.V.)	Clozapine	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	May 2012
42242	15506311000001101	206	97153020	Clozapine 50mg/ml oral suspension sugar free	Clozapine	50mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	May 2010
81871	37697911000001109	1	89974021	Clozapine 25mg orodispersible tablets sugar free	Clozapine	25mg	Orodispersible tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	September 2020
8047	321574000	19537	72581020	Clozapine 100mg tablets	Clozapine	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
84248	37687211000001104	1	89968021	Zaponex 12.5mg orodispersible tablets (Leyden Delta B.V.)	Clozapine	12.5mg	Orodispersible tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	July 2021
30487	7972911000001104	287	88167020	Denzapine 25mg tablets (Britannia Pharmaceuticals Ltd)	Clozapine	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
21199	7974011000001109	1018	88169020	Denzapine 100mg tablets (Britannia Pharmaceuticals Ltd)	Clozapine	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
81870	37697511000001102	0	89970021	Clozapine 100mg orodispersible tablets sugar free	Clozapine	100mg	Orodispersible tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	September 2020
40587	15506211000001109	674	97149020	Clozapine 200mg tablets	Clozapine	200mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	October 2009
45444	15506011000001104	2	97155020	Denzapine 50mg/ml oral suspension (Britannia Pharmaceuticals Ltd)	Clozapine	50mg/1ml	Oral suspension	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2011
41070	15498911000001105	55	97147020	Denzapine 50mg tablets (Britannia Pharmaceuticals Ltd)	Clozapine	50mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	January 2010
8046	321573006	12647	72580020	Clozapine 25mg tablets	Clozapine	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
47302	8839511000001103	393	88806020	Zaponex 100mg tablets (Leyden Delta B.V.)	Clozapine	100mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	June 2012
17958	3830311000001101	1572	72576020	Clozaril 25mg tablets (Viatris UK Healthcare Ltd)	Clozapine	25mg	Tablet	Oral	04020102	Second-Generation Antipsychotic Drugs	February 2009
84091	14236611000001103	0	03812020	Fluanxol 500microgram tablets (Sigma Pharmaceuticals Plc)	Flupentixol dihydrochloride	500microgram	Tablet	Oral	04030400	Other Antidepressants	June 2021
3953	507511000001106	122051	49502020	Fluanxol 500microgram tablets (Lundbeck Ltd)	Flupentixol dihydrochloride	500microgram	Tablet	Oral	04030400	Other Antidepressants	February 2009
19283	3102911000001100	15889	91584020	Depixol 20mg/1ml solution for injection ampoules (Lundbeck Ltd)	Flupentixol decanoate	20mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
2276	36068911000001101	11551	68096020	Flupentixol 40mg/2ml solution for injection ampoules	Flupentixol decanoate	20mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
3951	843011000001101	82859	49503020	Fluanxol 1mg tablets (Lundbeck Ltd)	Flupentixol dihydrochloride	1mg	Tablet	Oral	04030400	Other Antidepressants	February 2009
18175	36068611000001107	15587	89972020	Flupentixol 100mg/1ml solution for injection ampoules	Flupentixol decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
5707	39692411000001106	39955	62029020	Flupentixol 3mg tablets	Flupentixol dihydrochloride	3mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
60782	9488311000001103	14	89746020	Psytixol 20mg/1ml solution for injection ampoules (Viatris UK Healthcare Ltd)	Flupentixol decanoate	20mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	August 2014
14966	36068811000001106	8076	91582020	Flupentixol 20mg/1ml solution for injection ampoules	Flupentixol decanoate	20mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
59816	9490711000001100	7	89750020	Psytixol 50mg/0.5ml solution for injection ampoules (Viatris UK Healthcare Ltd)	Flupentixol decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	May 2014
2156	3102111000001103	47263	53031020	Depixol 40mg/2ml solution for injection ampoules (Lundbeck Ltd)	Flupentixol decanoate	20mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
5712	3679611000001105	17425	48897020	Depixol 3mg tablets (Lundbeck Ltd)	Flupentixol dihydrochloride	3mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
85911	10521911000001109	1	03810020	Fluanxol 500microgram tablets (Dowelhurst Ltd)	Flupentixol dihydrochloride	500microgram	Tablet	Oral	04030400	Other Antidepressants	April 2022
59593	16181211000001106	0	03813020	Fluanxol 500microgram tablets (Lexon (UK) Ltd)	Flupentixol dihydrochloride	500microgram	Tablet	Oral	04030400	Other Antidepressants	April 2014
57762	9489211000001101	7	89748020	Psytixol 40mg/2ml solution for injection ampoules (Viatris UK Healthcare Ltd)	Flupentixol decanoate	20mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	October 2013
14130	3104011000001105	9393	57938020	Depixol Low Volume 200mg/1ml solution for injection ampoules (Lundbeck Ltd)	Flupentixol decanoate	200mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
85455	9494511000001101	1	89754020	Psytixol 200mg/1ml solution for injection ampoules (Viatris UK Healthcare Ltd)	Flupentixol decanoate	200mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	January 2022
57170	9494211000001104	50	89752020	Psytixol 100mg/1ml solution for injection ampoules (Viatris UK Healthcare Ltd)	Flupentixol decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	September 2013
55620	246555001000027109	0	92819020	Flupentixol Liquid	Flupentixol Dihydrochloride		Liquid		04020100/04030400	Antipsychotic Products/Other Antidepressants	June 2013
2136	39945001000027103	56887	53030020	Depixol 20mg/ml Injection (Lundbeck Ltd)	Flupentixol Decanoate	20mg/ml	Injection	Intramuscular Deep Injection Gluteal Muscle	04020200	Antipsychotic Depot Injections	February 2009
18155	36058011000001108	4383	89970020	Flupentixol 50mg/0.5ml solution for injection ampoules	Flupentixol decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
8712	107035001000027105	8887	62033020	Flupentixol decanoate 100mg/ml Injection	Flupentixol Decanoate	100mg/ml	Injection		04020200	Antipsychotic Depot Injections	February 2009
50592	14236811000001104	187	03818020	Fluanxol 1mg tablets (Sigma Pharmaceuticals Plc)	Flupentixol dihydrochloride	1mg	Tablet	Oral	04030400	Other Antidepressants	January 2013
600	39692311000001104	183345	62026020	Flupentixol 1mg tablets	Flupentixol dihydrochloride	1mg	Tablet	Oral	04030400	Other Antidepressants	February 2009
74688	18263411000001101	0	03814020	Fluanxol 500microgram tablets (Necessity Supplies Ltd)	Flupentixol dihydrochloride	500microgram	Tablet	Oral	04030400	Other Antidepressants	February 2019
2275	39692511000001105	221475	62025020	Flupentixol 500microgram tablets	Flupentixol dihydrochloride	500microgram	Tablet	Oral	04030400	Other Antidepressants	February 2009
14839	36068711000001103	8145	62034020	Flupentixol 200mg/1ml solution for injection ampoules	Flupentixol decanoate	200mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
18197	3100711000001101	3554	89974020	Depixol Conc 50mg/0.5ml solution for injection ampoules (Lundbeck Ltd)	Flupentixol decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
14889	3101311000001105	22864	89976020	Depixol Conc 100mg/1ml solution for injection ampoules (Lundbeck Ltd)	Flupentixol decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
1733	107025001000027108	9138	62032020	Flupentixol decanoate 20mg/ml Injection	Flupentixol Decanoate	20mg/ml	Injection		04020200	Antipsychotic Depot Injections	February 2009
2155	7115001000027100	40031	48900020	Depixol -conc 100mg/ml Injection (Lundbeck Ltd)	Flupentixol Decanoate	100mg/ml	Injection	Intramuscular Deep Injection Gluteal Muscle	04020200	Antipsychotic Depot Injections	February 2009
5212	321412006	13857	62037020	Fluphenazine 1mg tablets	Fluphenazine hydrochloride	1mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
12128	40155001000027101	22348	53053020	Modecate concentrate 100mg/ml Injection (Sanofi-Synthelabo Ltd)	Fluphenazine Decanoate	100mg/ml	Injection	Intramuscular Deep Injection Gluteal Muscle	04020200	Antipsychotic Depot Injections	February 2009
3926	19255001000027103	46936	50445020	Modecate 25mg/ml Injection (Sanofi-Synthelabo Ltd)	Fluphenazine Decanoate	25mg/ml	Injection	Intramuscular Deep Injection Gluteal Muscle	04020200	Antipsychotic Depot Injections	February 2009
5597	3686111000001104	3873	50459020	Moditen 1mg tablets (Sanofi)	Fluphenazine hydrochloride	1mg	Tablet	Oral	04020100	Antipsychotic Products	February 2009
7918	3825711000001105	905	50460020	Moditen 2.5mg tablets (Sanofi)	Fluphenazine hydrochloride	2.5mg	Tablet	Oral	00000000	Unknown	February 2009
14578	39692711000001100	1189	68990020	Nortriptyline 30mg / Fluphenazine 1.5mg tablets	Nortriptyline hydrochloride/Fluphenazine hydrochloride	30mg + 1.5mg	Tablet	Oral	00000000	Unknown	February 2009
10514	107135001000027104	7131	62049020	Fluphenazine decanoate 100mg/ml Injection	Fluphenazine Decanoate	100mg/ml	Injection	Intramuscular Deep Injection Gluteal Muscle	04020200	Antipsychotic Depot Injections	February 2009
33780	556111000001108	9916	92208020	Modecate 25mg/1ml solution for injection ampoules (Sanofi)	Fluphenazine decanoate	25mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
17190	107075001000027107	9	62042020	Fluphenazine enanthate 25mg/ml Injection	Fluphenazine Enantate	25mg/ml	Injection		04020200	Antipsychotic Depot Injections	February 2009
35122	790311000001100	1352	92206020	Modecate 12.5mg/0.5ml solution for injection ampoules (Sanofi)	Fluphenazine decanoate	25mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
8377	321413001	1111	62038020	Fluphenazine 2.5mg tablets	Fluphenazine hydrochloride	2.5mg	Tablet	Oral	00000000	Unknown	February 2009
2936	125111000001109	100146	57463020	Motival 10mg/500microgram tablets (Sanofi)	Fluphenazine hydrochloride/Nortriptyline hydrochloride	500microgram + 10mg	Tablet	Oral	00000000	Unknown	February 2009
35176	36058111000001109	4097	92214020	Fluphenazine decanoate 100mg/1ml solution for injection ampoules	Fluphenazine decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
41970	356411000001100	36	61027020	Fluphenazine decanoate 25mg/1ml solution for injection ampoules (Hospira UK Ltd)	Fluphenazine decanoate	25mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	April 2010
20571	107095001000027103	96	62045020	Fluphenazine with nortriptyline 500microgramswith10mg Tablet	Fluphenazine Hydrochloride/Nortriptyline Hydrochloride	500mcg + 10mg	Tablet	Oral	04030100	Tricyclic And Related Antidepressants	February 2009
66652	191615001000027102	1	74326020	Decazate 25mg/ml Injection (Berk Pharmaceuticals Ltd)	Fluphenazine Decanoate	25mg/ml	Injection		04020200	Antipsychotic Depot Injections	July 2016
8493	491811000001108	13319	57473020	Motipress tablets (Sanofi-Synthelabo Ltd)	Nortriptyline hydrochloride/Fluphenazine hydrochloride	30mg + 1.5mg	Tablet	Oral	00000000	Unknown	February 2009
35391	36058611000001101	894	92212020	Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules	Fluphenazine decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
25835	19445001000027102	39	50472020	Moditen enanthate 25mg/ml Injection (Sanofi-Synthelabo Ltd)	Fluphenazine Enantate	25mg/ml	Injection		04020200	Antipsychotic Depot Injections	February 2009
35723	36058711000001105	979	92204020	Fluphenazine decanoate 50mg/2ml solution for injection ampoules	Fluphenazine decanoate	25mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
35455	565211000001101	6291	92218020	Modecate Concentrate 100mg/1ml solution for injection ampoules (Sanofi)	Fluphenazine decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
35065	36058411000001104	5957	92202020	Fluphenazine decanoate 25mg/1ml solution for injection ampoules	Fluphenazine decanoate	25mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
7780	39692911000001103	17370	68989020	Nortriptyline 10mg / Fluphenazine 500microgram tablets	Fluphenazine hydrochloride/Nortriptyline hydrochloride	500microgram + 10mg	Tablet	Oral	00000000	Unknown	February 2009
20703	3826011000001104	428	50461020	Moditen 5mg tablets (Sanofi-Synthelabo Ltd)	Fluphenazine hydrochloride	5mg	Tablet	Oral	00000000	Unknown	February 2009
41971	114105001000027101	25	62954020	Fluphenazine decanoate 25mg/ml Injection (Antigen Pharmaceuticals)	Fluphenazine decanoate	25mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	April 2010
9022	107125001000027101	9523	62048020	Fluphenazine decanoate 25mg/ml Injection	Fluphenazine Decanoate	25mg/ml	Injection	Intramuscular Deep Injection Gluteal Muscle	04020200	Antipsychotic Depot Injections	February 2009
35487	837811000001102	1462	92216020	Modecate Concentrate 50mg/0.5ml solution for injection ampoules (Sanofi)	Fluphenazine decanoate	100mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
5298	321414007	1561	62039020	Fluphenazine 5mg tablets	Fluphenazine hydrochloride	5mg	Tablet	Oral	00000000	Unknown	February 2009
35530	36058211000001103	1129	92200020	Fluphenazine decanoate 12.5mg/0.5ml solution for injection ampoules	Fluphenazine decanoate	25mg/1ml	Solution for injection	Intramuscular	00000000	Unknown	February 2009
35445	119311000001100	1805	92210020	Modecate 50mg/2ml solution for injection ampoules (Sanofi)	Fluphenazine decanoate	25mg/1ml	Solution for injection	Intramuscular	04020200	Antipsychotic Depot Injections	February 2009
24494	82845001000027105	18	58505020	Haldol 10mg/ml Liquid (Janssen-Cilag Ltd)	Haloperidol	10mg/ml	Liquid	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
47149	8527911000001100	280	00511021	Haloperidol 1mg/5ml oral solution	Haloperidol	200microgram/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	May 2012
53649	8528211000001108	1	20067020	Haloperidol 2mg/5ml oral suspension	Haloperidol	400microgram/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	February 2013
34339	565711000001108	6	55437020	Haloperidol 1.5mg tablets (A A H Pharmaceuticals Ltd)	Haloperidol	1.5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
73535	12505211000001100	2	32068020	Haloperidol 2.5mg/5ml oral suspension	Haloperidol	500microgram/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	October 2018
69365	110455001000027107	5	62499020	Haloperidol 1mg/ml sugar free Oral solution (Pinewood Healthcare)	Haloperidol	1mg/ml	Oral Solution		04020100/40120000	Antipsychotic Products/-	May 2017
13338	228411000001106	5246	56177020	Serenace 5mg tablets (Teva UK Ltd)	Haloperidol	5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
8979	899811000001103	11796	56176020	Serenace 1.5mg tablets (Teva UK Ltd)	Haloperidol	1.5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
42807	89225001000027108	39	59312020	Haloperidol 500microgram Tablet (Lagap)	Haloperidol	500microgram	Tablet	Oral	04020100/40120000	Antipsychotic Products/-	July 2010
32051	87095001000027101	0	59028020	Haloperidol 5mg Tablet (Generics (UK) Ltd)	Haloperidol	5mg	Tablet	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
81784	28989511000001101	2	48013021	Haloperidol 500microgram tablets (Crescent Pharma Ltd)	Haloperidol	500microgram	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	September 2020
12387	321419002	7011	63109020	Haloperidol 20mg tablets	Haloperidol	20mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
4234	179615001000027105	14706	72226020	Haloperidol 5mg/ml Injection	Haloperidol	5mg/ml	Injection	Subcutaneous Infusion	04020100/40120000	Antipsychotic Products/-	February 2009
77988	28920111000001109	6	48010021	Haloperidol 1.5mg tablets (Crescent Pharma Ltd)	Haloperidol	1.5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	September 2019
43431	26911000001107	192	60376020	Haloperidol 500microgram tablets (A A H Pharmaceuticals Ltd)	Haloperidol	500microgram	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	September 2010
71415	12506011000001101	50	32083020	Haloperidol 5mg/5ml oral suspension	Haloperidol	1mg/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	January 2018
73833	8528411000001107	1	20071020	Haloperidol 500micrograms/5ml oral suspension	Haloperidol	100microgram/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	November 2018
34272	58645001000027108	22	55346020	Haloperidol 5mg/ml Injection (Antigen Pharmaceuticals)	Haloperidol	5mg/ml	Injection	Subcutaneous Infusion	04020100/40120000	Antipsychotic Products/-	February 2009
47808	30711000001105	67	60366020	Haloperidol 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	Haloperidol	2mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	September 2012
12386	3748011000001101	11057	58510020	Haldol Decanoate 100mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)	Haloperidol decanoate	100mg/1ml	Solution for injection	Intramuscular	04020101/04020200	First-Generation Antipsychotic Drugs/Antipsychotic Depot Injections	February 2009
329	321416009	274661	63104020	Haloperidol 1.5mg tablets	Haloperidol	1.5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
13105	196645001000027106	1497	75302020	Haloperidol 2mg/ml Oral solution	Haloperidol	2mg/ml	Oral Solution	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
2419	321448008	376397	63118020	Haloperidol 500microgram capsules	Haloperidol	500microgram	Capsule	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
6523	82855001000027108	450	58506020	Haldol 5mg/ml Injection (Janssen-Cilag Ltd)	Haloperidol	5mg/ml	Injection	Subcutaneous Infusion	04020100/40120000	Antipsychotic Products/-	February 2009
475	321418005	62071	63108020	Haloperidol 10mg tablets	Haloperidol	10mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
8153	502611000001107	2819	56183020	Serenace 2mg/ml liquid (Teva UK Ltd)	Haloperidol	2mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
41420	747511000001101	2	66784020	Haloperidol 500microgram tablets (Sandoz Ltd)	Haloperidol	500microgram	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	March 2010
23678	271211000001102	187	58501020	Haldol 10mg tablets (Janssen-Cilag Ltd)	Haloperidol	10mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
15814	36053611000001108	7903	63124020	Haloperidol decanoate 100mg/1ml solution for injection ampoules	Haloperidol decanoate	100mg/1ml	Solution for injection	Intramuscular	04020101/04020200	First-Generation Antipsychotic Drugs/Antipsychotic Depot Injections	February 2009
81625	472411000001107	22	53897020	Haloperidol 10mg tablets (IVAX Pharmaceuticals UK Ltd)	Haloperidol	10mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	September 2020
3233	115095001000027103	19422	63113020	Haloperidol 2mg/ml sugar free Liquid	Haloperidol	2mg/ml	Liquid	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
49207	8528111000001102	9	20065020	Haloperidol 2mg/5ml oral solution	Haloperidol	400microgram/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	January 2013
11213	196635001000027105	586	75301020	Haloperidol 2mg/5ml sugar free Oral solution	Haloperidol	2mg/5ml	Oral Solution	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
28968	3927511000001104	6	56188020	Serenace 20mg/2ml solution for injection ampoules (IVAX Pharmaceuticals UK Ltd)	Haloperidol	10mg/1ml	Solution for injection	Intramuscular/Intravenous	00000000	Unknown	February 2009
2620	115075001000027107	24185	63110020	Haloperidol 1mg/ml Oral solution	Haloperidol	1mg/ml	Oral Solution	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
10565	36053711000001104	6666	63123020	Haloperidol decanoate 50mg/1ml solution for injection ampoules	Haloperidol decanoate	50mg/1ml	Solution for injection	Intramuscular	04020101/04020200	First-Generation Antipsychotic Drugs/Antipsychotic Depot Injections	February 2009
43520	763711000001108	662	54580020	Haloperidol 1.5mg tablets (Teva UK Ltd)	Haloperidol	1.5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	September 2010
32838	884911000001108	109	53896020	Haloperidol 1.5mg tablets (IVAX Pharmaceuticals UK Ltd)	Haloperidol	1.5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
45880	321450000	15499	99755020	Haloperidol 5mg/5ml oral solution sugar free	Haloperidol	1mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	August 2011
55871	96005001000027101	2	60367020	Haloperidol 2mg/ml Liquid (Hillcross Pharmaceuticals Ltd)	Haloperidol	2mg/ml	Liquid		04020100/40120000	Antipsychotic Products/-	August 2013
9975	206545001000027107	12639	78059020	Haloperidol 1mg/ml sugar free Oral solution	Haloperidol	1mg/ml	Oral Solution	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
38540	3246911000001106	196	95205020	Haldol 5mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)	Haloperidol	5mg/1ml	Solution for injection	Intravenous/Intramuscular	04020101	First-Generation Antipsychotic Drugs	February 2009
13484	113611000001108	1291	56181020	Serenace 10mg tablets (Teva UK Ltd)	Haloperidol	10mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
55848	10684411000001101	6	75415020	Haloperidol 5mg/1ml solution for injection ampoules (Advanz Pharma)	Haloperidol	5mg/1ml	Solution for injection	Intravenous/Intramuscular	04020101	First-Generation Antipsychotic Drugs	August 2013
47013	8528011000001103	331	00443021	Haloperidol 1mg/5ml oral suspension	Haloperidol	200microgram/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	March 2012
38262	36053511000001109	32843	95203020	Haloperidol 5mg/1ml solution for injection ampoules	Haloperidol	5mg/1ml	Solution for injection	Intravenous/Intramuscular	04020101	First-Generation Antipsychotic Drugs	February 2009
45810	321420008	3191	99757020	Haloperidol 10mg/5ml oral solution sugar free	Haloperidol	2mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	August 2011
43020	243855001000027104	3	91764020	Haloperidol Oral solution	Haloperidol		Oral Solution	Oral	04020100/40120000	Antipsychotic Products/-	July 2010
2621	321417000	226298	63105020	Haloperidol 5mg tablets	Haloperidol	5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
67364	28919311000001105	0	48011021	Haloperidol 5mg tablets (Crescent Pharma Ltd)	Haloperidol	5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	August 2016
2094	3747311000001104	6370	58509020	Haldol Decanoate 50mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)	Haloperidol decanoate	50mg/1ml	Solution for injection	Intramuscular	04020101/04020200	First-Generation Antipsychotic Drugs/Antipsychotic Depot Injections	February 2009
70112	30799611000001105	180	60179021	Haloperidol 200micrograms/ml oral solution sugar free	Haloperidol	200microgram/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	September 2017
5192	115115001000027105	12355	63115020	Haloperidol 1mg/5ml sugar free Oral solution	Haloperidol	1mg/5ml	Oral Solution	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
52050	12505011000001105	0	32064020	Haloperidol 1.5mg/5ml oral suspension	Haloperidol	300microgram/1ml	Oral suspension	Oral	04020101	First-Generation Antipsychotic Drugs	January 2013
42000	44195001000027109	6	53575020	Haloperidol 2mg/ml Liquid (Rosemont Pharmaceuticals Ltd)	Haloperidol	2mg/ml	Liquid	Oral	04020100/40120000	Antipsychotic Products/-	April 2010
12921	117911000001106	1648	58502020	Haldol 2mg/ml oral solution (Janssen-Cilag Ltd)	Haloperidol	2mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
42895	504611000001104	185	55351020	Haloperidol 5mg tablets (Teva UK Ltd)	Haloperidol	5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	July 2010
7436	3245711000001101	783	56187020	Serenace 5mg/1ml solution for injection ampoules (IVAX Pharmaceuticals UK Ltd)	Haloperidol	5mg/1ml	Solution for injection	Intravenous/Intramuscular	04020101	First-Generation Antipsychotic Drugs	February 2009
81634	549211000001109	2	60374020	Haloperidol 5mg tablets (A A H Pharmaceuticals Ltd)	Haloperidol	5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	September 2020
41546	59285001000027104	18	55438020	Haloperidol 1mg/ml Liquid (Hillcross Pharmaceuticals Ltd)	Haloperidol	1mg/ml	Liquid	Oral	04020100/40120000	Antipsychotic Products/-	March 2010
8129	36053411000001105	686	72227020	Haloperidol 20mg/2ml solution for injection ampoules	Haloperidol	10mg/1ml	Solution for injection	Intramuscular/Intravenous	00000000	Unknown	February 2009
34039	44205001000027109	39	53576020	Haloperidol 1mg/ml Liquid (Rosemont Pharmaceuticals Ltd)	Haloperidol	1mg/ml	Liquid	Oral	04020100/40120000	Antipsychotic Products/-	February 2009
34903	281611000001109	21	53898020	Haloperidol 5mg tablets (IVAX Pharmaceuticals UK Ltd)	Haloperidol	5mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
81626	715211000001103	111	54578020	Haloperidol 10mg tablets (Teva UK Ltd)	Haloperidol	10mg	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	September 2020
74620	44215001000027106	19	53577020	Haloperidol 1mg/5ml sugar free Oral solution (Rosemont Pharmaceuticals Ltd)	Haloperidol	1mg/5ml	Oral Solution		04020100/40120000	Antipsychotic Products/-	February 2019
6134	463911000001104	313	63136020	Dozic 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)	Haloperidol	1mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
3671	321451001	52382	63103020	Haloperidol 500microgram tablets	Haloperidol	500microgram	Tablet	Oral	04020101	First-Generation Antipsychotic Drugs	February 2009
60942	12505911000001109	51	32081020	Haloperidol 5mg/5ml oral solution	Haloperidol	1mg/1ml	Oral solution	Oral	04020101	First-Generation Antipsychotic Drugs	August 2014
