medcode	clinicalevents	referralevents	testevents	immunisationevents	readcode	readterm	databasebuild
44844	53	0	0	0	S234C00	Closed fracture distal radius, intra-articular, die-punch	February 2009
19058	500	1	0	0	S234D00	Closed fracture distal radius, extra-articular, other type	February 2009
28293	815	4	0	0	S234E00	Closed fracture distal radius, intra-articular, other type	February 2009
10033	491	3	0	0	S234F00	Closed Barton's fracture	February 2009
102302	12680	7	0	0	S234G00	Greenstick fracture of distal radius	June 2011
27591	2629	17	1	0	S234z00	Closed fracture of forearm, lower end, NOS	February 2009
27590	448	24	0	0	S235.00	Open fracture of radius and ulna, lower end	February 2009
10022	2843	63	0	0	S235.11	Wrist fracture - open	February 2009
60630	29	1	0	0	S235000	Open fracture of forearm, lower end, unspecified	February 2009
6074	1650	29	0	0	S235100	Open Colles' fracture	February 2009
98681	8	0	0	0	S235111	Smith's fracture - open	March 2010
44924	827	4	0	0	S235200	Open fracture of the distal radius, unspecified	February 2009
11262	101	0	0	0	S235300	Open fracture of ulna, styloid process	February 2009
96691	3	0	0	0	S235400	Open fracture of ulna, lower epiphysis	April 2009
49796	65	0	0	0	S235500	Open fracture distal ulna - other	February 2009
38398	213	0	0	0	S235600	Open fracture radius and ulna, distal	February 2009
34730	139	7	0	0	S235700	Open Smith's fracture	February 2009
30418	43	0	0	0	S235800	Open Galeazzi fracture	February 2009
61675	61	0	0	0	S235900	Open volar Barton's fracture	February 2009
111858	2	0	0	0	S235A00	Open dorsal Barton's fracture	May 2017
6380	300	2	0	0	S235B00	Open fracture radial styloid	February 2009
104070	3	0	0	0	S235C00	Open fracture distal radius, intra-articular, die-punch	May 2012
53698	14	0	0	0	S235D00	Open fracture distal radius, extra-articular other type	February 2009
63588	43	0	0	0	S235E00	Open fracture distal radius, intra-articular other type	February 2009
18301	35	1	0	0	S235F00	Open Barton's fracture	February 2009
66774	40	0	0	0	S235z00	Open fracture of forearm, lower end, NOS	February 2009
8056	38942	578	0	0	S242.00	Fracture at wrist and hand level	February 2009
18614	4094	32	0	0	S4C..00	Fracture-dislocation or subluxation of wrist	February 2009
34429	959	0	0	0	S4C0.00	Closed fracture dislocation of wrist	February 2009
17922	423	4	0	0	S4C0000	Closed fracture-dislocation distal radio-ulnar joint	February 2009
38408	334	10	0	0	S4C0100	Closed fracture-dislocation radiocarpal joint	February 2009
67584	3	0	0	0	S4C0200	Closed fracture-dislocation mid carpal	February 2009
27783	161	0	0	0	S4C0300	Closed fracture-dislocation, carpometacarpal joint	February 2009
64435	18	0	0	0	S4C0400	Closed fracture-dislocation lunate (volar)	February 2009
96136	8	0	0	0	S4C0500	Closed fracture-dislocation peri-lunate (dorsal)	April 2009
55212	28	0	0	0	S4C0600	Closed fracture-dislocation peri-lunate trans-scaphoid	February 2009
42844	47	0	0	0	S4C1.00	Open fracture dislocation wrist	February 2009
9261	26	0	0	0	S4C1000	Open fracture-dislocation, distal radio-ulnar joint	February 2009
49256	20	0	0	0	S4C1100	Open fracture-dislocation radiocarpal joint	February 2009
97476	8	0	0	0	S4C1300	Open fracture-dislocation carpometacarpal joint	August 2009
63292	5	0	0	0	S4C1600	Open fracture-dislocation peri-lunate trans-scaphoid	February 2009
17921	253	0	0	0	S4C2.00	Closed fracture-subluxation of the wrist	February 2009
44652	82	1	0	0	S4C2000	Closed fracture-subluxation, distal radio-ulnar jt	February 2009
50148	17	0	0	0	S4C2100	Closed fracture-subluxation radiocarpal joint	February 2009
103524	2	0	0	0	S4C2200	Closed fracture-subluxation mid carpal	January 2012
68595	25	0	0	0	S4C2300	Closed fracture-subluxation, carpometacarpal joint	February 2009
55412	3	0	0	0	S4C2400	Closed fracture-subluxation lunate (volar)	February 2009
63712	2	0	0	0	S4C2600	Closed fracture-subluxation peri-lunate trans-scaphoid	February 2009
100350	4	0	0	0	S4C2y00	Closed fracture-subluxation other carpal	July 2010
59219	9	0	0	0	S4C3.00	Open fracture-subluxation of the wrist	February 2009
60343	22	0	0	0	S4C3000	Open fracture-subluxation, distal radio-ulnar joint	February 2009
46798	4	0	0	0	S4C3100	Open fracture-subluxation radiocarpal joint	February 2009
94661	2	0	0	0	S4C3300	Open fracture-subluxation, carpometacarpal joint	February 2009
68262	1	0	0	0	S4C3600	Open fracture-subluxation peri-lunate trans-scaphoid	February 2009
